,0,1
0,0,4.117700891621815
1,39,4.114908982374666
2,40,4.114908982374666
3,28,4.111033645658475
4,42,4.111033645658475
5,50,4.111033645658475
6,10,4.109200153018557
7,25,4.109200153018557
8,53,4.109200153018557
9,55,4.109200153018557
10,100,4.109200153018557
11,133,4.109200153018557
12,136,4.109200153018557
13,29,4.108116725549515
14,37,4.108116725549515
15,38,4.108116725549515
16,41,4.108116725549515
17,46,4.108116725549515
18,51,4.108116725549515
19,65,4.108116725549515
20,103,4.108116725549515
21,107,4.108116725549515
22,110,4.108116725549515
23,116,4.108116725549515
24,150,4.108116725549515
25,160,4.108116725549515
26,174,4.108116725549515
27,176,4.108116725549515
28,179,4.108116725549515
29,2,3.794353656365744
30,11,3.794353656365744
31,15,3.794353656365744
32,26,3.794353656365744
33,27,3.794353656365744
34,56,3.794353656365744
35,58,3.794353656365744
36,59,3.794353656365744
37,63,3.794353656365744
38,64,3.794353656365744
39,72,3.794353656365744
40,73,3.794353656365744
41,79,3.794353656365744
42,84,3.794353656365744
43,85,3.794353656365744
44,96,3.794353656365744
45,97,3.794353656365744
46,99,3.794353656365744
47,101,3.794353656365744
48,104,3.794353656365744
49,105,3.794353656365744
50,111,3.794353656365744
51,114,3.794353656365744
52,120,3.794353656365744
53,123,3.794353656365744
54,124,3.794353656365744
55,125,3.794353656365744
56,127,3.794353656365744
57,130,3.794353656365744
58,132,3.794353656365744
59,137,3.794353656365744
60,138,3.794353656365744
61,142,3.794353656365744
62,144,3.794353656365744
63,145,3.794353656365744
64,146,3.794353656365744
65,147,3.794353656365744
66,151,3.794353656365744
67,155,3.794353656365744
68,156,3.794353656365744
69,158,3.794353656365744
70,162,3.794353656365744
71,163,3.794353656365744
72,164,3.794353656365744
73,165,3.794353656365744
74,1,3.718154799545175
75,6,3.718154799545175
76,23,3.718154799545175
77,24,3.718154799545175
78,30,3.718154799545175
79,32,3.718154799545175
80,35,3.718154799545175
81,43,3.718154799545175
82,67,3.718154799545175
83,70,3.718154799545175
84,87,3.718154799545175
85,92,3.718154799545175
86,131,3.718154799545175
87,49,3.708596207270306
88,172,3.708596207270306
89,3,3.7045091407876405
90,4,3.7045091407876405
91,5,3.7045091407876405
92,7,3.7045091407876405
93,8,3.7045091407876405
94,9,3.7045091407876405
95,12,3.7045091407876405
96,13,3.7045091407876405
97,14,3.7045091407876405
98,16,3.7045091407876405
99,17,3.7045091407876405
100,18,3.7045091407876405
101,19,3.7045091407876405
102,20,3.7045091407876405
103,21,3.7045091407876405
104,22,3.7045091407876405
105,31,3.7045091407876405
106,33,3.7045091407876405
107,34,3.7045091407876405
108,36,3.7045091407876405
109,44,3.7045091407876405
110,45,3.7045091407876405
111,47,3.7045091407876405
112,48,3.7045091407876405
113,52,3.7045091407876405
114,54,3.7045091407876405
115,57,3.7045091407876405
116,60,3.7045091407876405
117,61,3.7045091407876405
118,62,3.7045091407876405
119,66,3.7045091407876405
120,68,3.7045091407876405
121,69,3.7045091407876405
122,71,3.7045091407876405
123,74,3.7045091407876405
124,75,3.7045091407876405
125,76,3.7045091407876405
126,77,3.7045091407876405
127,78,3.7045091407876405
128,80,3.7045091407876405
129,81,3.7045091407876405
130,82,3.7045091407876405
131,83,3.7045091407876405
132,86,3.7045091407876405
133,88,3.7045091407876405
134,89,3.7045091407876405
135,90,3.7045091407876405
136,91,3.7045091407876405
137,93,3.7045091407876405
138,94,3.7045091407876405
139,95,3.7045091407876405
140,98,3.7045091407876405
141,102,3.7045091407876405
142,106,3.7045091407876405
143,108,3.7045091407876405
144,109,3.7045091407876405
145,112,3.7045091407876405
146,113,3.7045091407876405
147,115,3.7045091407876405
148,117,3.7045091407876405
149,118,3.7045091407876405
150,119,3.7045091407876405
151,121,3.7045091407876405
152,122,3.7045091407876405
153,126,3.7045091407876405
154,128,3.7045091407876405
155,129,3.7045091407876405
156,134,3.7045091407876405
157,135,3.7045091407876405
158,139,3.7045091407876405
159,140,3.7045091407876405
160,141,3.7045091407876405
161,143,3.7045091407876405
162,148,3.7045091407876405
163,149,3.7045091407876405
164,152,3.7045091407876405
165,153,3.7045091407876405
166,154,3.7045091407876405
167,157,3.7045091407876405
168,159,3.7045091407876405
169,161,3.7045091407876405
170,166,3.7045091407876405
171,167,3.7045091407876405
172,168,3.7045091407876405
173,169,3.7045091407876405
174,170,3.7045091407876405
175,171,3.7045091407876405
176,173,3.7045091407876405
177,175,3.7045091407876405
178,177,3.7045091407876405
179,178,3.7045091407876405
